age,marital_status,education_level,annual_income,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,installment,grade_subgrade,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies
42,Single,Bachelor's,53079.94,4423.33,Employed,0.116,558,24771.06,Other,17.4,36,888.09,F4,6,69755.86,20171.96,0,0,0
38,Divorced,High School,47137.78,3928.15,Employed,0.105,564,20749.51,Education,13.58,60,478.3,F3,5,32004.15,17951.1,3,0,3
33,Married,Bachelor's,25786.67,2148.89,Employed,0.44,650,14242.4,Debt consolidation,11.92,60,316.24,D3,6,28808.21,4149.1,5,0,6
43,Married,High School,26720.92,2226.74,Self-employed,0.204,677,27110.35,Debt consolidation,12.64,36,908.76,C2,7,36658.01,10860.77,2,0,2
58,Single,Master's,24974.69,2081.22,Employed,0.132,737,14108.58,Home,13.84,36,481.1,C3,5,36951.31,6750.17,3,0,4
55,Single,Bachelor's,56271.09,4689.26,Employed,0.374,693,10231.41,Debt consolidation,11.43,60,224.66,C5,5,38736.19,24293.83,3,0,5
54,Married,Bachelor's,15517.63,1293.14,Employed,0.133,804,24011.44,Car,7.16,36,743.16,A5,3,11051.55,5377.21,4,0,5
58,Single,Other,37688.32,3140.69,Employed,0.171,667,4964.23,Car,13.76,60,114.89,D4,9,32577.62,15440.92,1,0,1
39,Married,Other,52858.77,4404.9,Retired,0.158,632,14042.77,Home,15.29,60,336.22,D2,5,55208.14,33802.62,0,0,1
59,Married,Bachelor's,87952.51,7329.38,Self-employed,0.233,630,11241.37,Other,9.58,36,360.51,D3,6,129716.46,11324.85,1,0,1
56,Married,Other,28717.14,2393.09,Employed,0.152,637,19920.47,Other,14.84,60,472.24,D1,2,35108.15,13246.17,1,0,3
30,Single,High School,36925.11,3077.09,Self-employed,0.377,692,14604.46,Car,12.51,36,488.64,C4,1,25596.29,11146.93,7,0,7
40,Single,Bachelor's,25007.25,2083.94,Self-employed,0.349,732,23388.07,Business,13.1,36,789.16,C4,6,23171.4,2299.43,4,0,4
61,Single,High School,23667.14,1972.26,Self-employed,0.085,694,25453.58,Car,10.57,60,547.98,C1,4,21927.7,12547.25,2,0,2
28,Single,PhD,22310.14,1859.18,Employed,0.231,602,16530.21,Home,11.41,60,362.8,E1,1,33837.91,3012.09,2,0,2
38,Single,PhD,41520.57,3460.05,Employed,0.114,607,892.95,Debt consolidation,12.47,36,29.86,E2,7,62333.01,50434.79,3,0,3
72,Single,High School,29346.08,2445.51,Employed,0.054,733,1438.53,Business,12.22,60,32.16,C1,5,43550.13,38110.35,2,0,4
63,Widowed,Bachelor's,21806.23,1817.19,Unemployed,0.485,705,19677.24,Debt consolidation,12.18,60,439.5,C2,5,33461.24,2842.7,4,0,5
64,Married,Bachelor's,42543.13,3545.26,Self-employed,0.224,719,7841.01,Car,10.15,36,253.56,C1,2,59891.19,10690.45,2,0,2
46,Married,Bachelor's,43802.39,3650.2,Employed,0.152,615,15257.76,Debt consolidation,12.64,36,511.45,D5,3,36973.42,27158.41,2,0,3
70,Married,Master's,57181.49,4765.12,Student,0.09,629,500.0,Car,15.51,36,17.46,D3,6,68178.22,51523.14,3,0,3
32,Divorced,Bachelor's,46052.16,3837.68,Employed,0.305,549,11751.2,Debt consolidation,17.08,36,419.43,F2,3,40027.83,6882.78,2,0,3
43,Married,Bachelor's,28488.81,2374.07,Employed,0.117,685,21264.93,Business,11.84,36,704.68,C5,7,39132.54,2084.73,1,0,2
39,Single,Master's,22635.75,1886.31,Employed,0.16,669,26421.8,Car,13.82,60,612.33,D3,5,26185.59,13535.65,0,0,0
27,Married,Bachelor's,31591.34,2632.61,Self-employed,0.028,624,25134.1,Debt consolidation,14.64,60,593.2,D3,6,42503.57,35038.75,1,0,3
28,Single,Bachelor's,54721.38,4560.12,Employed,0.11,732,12444.52,Education,10.03,36,401.72,C1,5,34983.47,25114.13,1,0,2
43,Single,Master's,28615.29,2384.61,Employed,0.027,645,17965.97,Car,10.88,60,389.55,D5,4,40228.61,27451.57,3,0,3
41,Married,Bachelor's,20744.48,1728.71,Employed,0.205,688,12788.88,Other,14.43,60,300.43,C3,3,25506.5,15060.94,2,0,3
49,Married,Bachelor's,40114.45,3342.87,Employed,0.11,606,17628.66,Education,11.15,36,578.39,E4,7,39608.49,24324.29,2,0,2
35,Married,Bachelor's,45855.07,3821.26,Employed,0.11,526,16161.97,Debt consolidation,18.35,36,587.14,F2,3,58638.69,37641.94,0,0,0
31,Single,High School,55487.09,4623.92,Unemployed,0.375,582,16555.88,Debt consolidation,15.82,36,580.59,E3,4,59952.27,27357.64,1,0,2
49,Single,Bachelor's,37956.57,3163.05,Employed,0.511,553,16196.35,Debt consolidation,17.66,60,408.29,F3,5,41446.04,33843.26,5,0,6
65,Single,High School,16376.69,1364.72,Self-employed,0.074,636,12067.16,Debt consolidation,12.98,60,274.44,D3,6,27150.11,19742.64,1,0,2
65,Single,Bachelor's,38897.85,3241.49,Employed,0.099,663,23311.3,Education,12.29,36,777.5,D4,2,53452.64,14686.51,3,0,4
48,Married,High School,61519.63,5126.64,Employed,0.027,678,30063.55,Other,12.4,36,1004.29,C2,4,80142.57,68134.1,1,0,1
31,Married,High School,66054.36,5504.53,Self-employed,0.102,720,7159.59,Business,13.68,36,243.59,C1,5,83333.1,64872.92,2,0,3
34,Single,High School,80859.44,6738.29,Employed,0.177,723,1462.94,Car,12.46,60,32.88,C5,7,101484.35,38825.12,4,0,5
55,Married,Bachelor's,73279.61,6106.63,Employed,0.236,726,3787.86,Debt consolidation,13.32,60,86.81,C4,2,83385.54,76651.7,4,0,4
27,Single,High School,20676.22,1723.02,Employed,0.12,669,9204.39,Home,13.35,60,211.08,D2,7,20990.92,12723.21,3,0,3
34,Married,Bachelor's,20587.15,1715.6,Employed,0.347,758,8150.53,Debt consolidation,12.01,60,181.35,B5,4,32893.81,5060.87,0,0,0
22,Married,Bachelor's,59769.22,4980.77,Employed,0.162,718,29989.12,Car,11.65,60,661.8,C4,9,63870.97,3234.72,3,0,4
36,Married,High School,39929.2,3327.43,Employed,0.101,746,13576.09,Debt consolidation,10.65,36,442.22,B5,4,30681.97,10995.02,1,0,1
50,Single,Bachelor's,31384.81,2615.4,Employed,0.075,710,500.0,Home,16.17,60,12.2,C5,7,24262.23,16972.86,1,0,1
56,Divorced,Master's,22466.9,1872.24,Employed,0.295,682,3661.94,Home,14.49,60,86.14,C1,7,20491.56,7769.43,2,1,2
27,Married,Master's,15970.84,1330.9,Employed,0.171,750,24319.49,Debt consolidation,9.57,60,511.59,B3,7,29289.04,18154.08,4,0,4
38,Single,High School,63523.66,5293.64,Employed,0.225,627,23355.75,Debt consolidation,16.08,36,822.04,D5,1,60040.14,44723.22,4,0,5
67,Married,Bachelor's,39703.29,3308.61,Self-employed,0.171,676,18090.0,Education,12.2,36,602.58,C2,2,48385.28,18889.53,1,0,1
74,Single,PhD,32527.56,2710.63,Employed,0.215,626,5393.38,Business,12.24,60,120.63,D3,6,28043.66,3562.26,4,0,4
61,Divorced,Bachelor's,31062.24,2588.52,Employed,0.362,716,10132.05,Other,11.19,36,332.62,C4,5,38075.51,32016.79,0,0,0
31,Single,High School,24782.43,2065.2,Retired,0.15,629,12053.35,Home,11.67,36,398.45,D4,3,16006.15,1868.5,1,0,2
58,Married,Master's,44919.26,3743.27,Self-employed,0.077,767,13833.17,Debt consolidation,7.56,60,277.58,B3,7,48415.55,37081.48,0,0,0
38,Divorced,Bachelor's,62516.72,5209.73,Employed,0.131,672,8377.14,Car,10.83,36,273.58,C1,7,38883.26,15760.65,3,1,3
71,Married,Master's,63671.45,5305.95,Student,0.141,754,14552.06,Other,10.14,60,310.19,B4,3,43222.71,13627.05,1,0,2
45,Single,Bachelor's,23484.91,1957.08,Employed,0.078,589,27446.56,Education,12.28,36,915.29,E4,10,38866.17,5824.06,4,0,4
23,Married,High School,30560.64,2546.72,Self-employed,0.096,788,3377.43,Debt consolidation,12.62,36,113.18,B5,6,35020.89,15972.34,3,1,3
56,Married,High School,21830.86,1819.24,Employed,0.143,766,19394.86,Debt consolidation,11.57,36,640.21,B2,9,41332.5,15815.98,1,0,1
65,Single,High School,37883.19,3156.93,Employed,0.147,623,23089.31,Medical,12.82,36,775.97,D3,2,23216.72,9306.42,2,0,2
35,Married,High School,108131.76,9010.98,Self-employed,0.21,759,28317.63,Debt consolidation,8.81,60,585.22,B1,5,120428.87,21962.67,2,0,2
51,Single,High School,32885.76,2740.48,Employed,0.412,729,1771.17,Debt consolidation,10.66,60,38.21,C5,4,48017.49,25557.93,2,0,3
30,Married,High School,16071.43,1339.29,Employed,0.172,601,8408.87,Debt consolidation,11.45,60,184.72,E1,5,28106.25,8346.39,1,0,4
64,Married,Bachelor's,35896.75,2991.4,Employed,0.423,662,17062.73,Car,9.22,36,544.34,D5,6,28203.94,12255.58,5,0,5
56,Single,High School,42489.73,3540.81,Employed,0.148,698,12311.88,Car,9.6,36,394.96,C5,4,25677.0,9444.43,3,0,3
44,Married,High School,25466.73,2122.23,Employed,0.059,773,8312.64,Car,12.09,36,276.46,B4,4,39106.96,7192.61,3,0,4
21,Married,Other,69899.85,5824.99,Employed,0.168,747,500.0,Debt consolidation,9.95,60,10.61,B4,3,49772.03,2934.4,2,0,3
68,Widowed,Bachelor's,58580.91,4881.74,Self-employed,0.281,623,16394.25,Car,13.4,60,376.39,D4,6,60585.63,55540.22,1,0,3
74,Single,Bachelor's,52780.12,4398.34,Employed,0.172,562,10347.67,Vacation,17.61,60,260.57,F5,3,61883.18,45410.41,6,0,6
26,Married,Master's,24036.99,2003.08,Retired,0.248,746,7025.24,Debt consolidation,9.87,60,148.82,B5,3,17366.08,6905.77,2,0,4
66,Single,High School,23987.29,1998.94,Unemployed,0.093,822,11685.84,Vacation,9.8,36,375.97,A1,10,27328.18,2226.94,2,0,4
25,Married,High School,23839.42,1986.62,Employed,0.306,679,18256.25,Education,11.07,36,598.29,C2,0,34001.25,7864.58,4,0,5
41,Married,Bachelor's,28241.42,2353.45,Employed,0.118,496,14282.4,Business,15.98,36,501.99,F2,4,33115.59,13439.29,2,0,3
35,Married,PhD,65742.0,5478.5,Employed,0.27,717,9803.96,Debt consolidation,13.44,36,332.42,C4,4,48378.98,33897.48,5,0,5
61,Married,Bachelor's,17846.98,1487.25,Employed,0.229,652,10303.59,Car,10.9,60,223.51,D4,2,22424.27,1372.9,2,0,2
51,Single,Bachelor's,31238.84,2603.24,Employed,0.227,792,23014.33,Education,7.4,36,714.83,B3,7,48824.68,31068.2,2,0,2
23,Married,Master's,18987.05,1582.25,Employed,0.057,664,21359.59,Home,8.95,60,442.87,D3,4,30103.33,17465.05,3,0,3
59,Single,High School,36713.01,3059.42,Employed,0.275,733,11145.51,Car,10.05,36,359.9,C5,5,24719.05,18768.01,0,0,0
39,Single,Master's,39503.62,3291.97,Employed,0.155,691,7121.27,Business,11.39,36,234.46,C4,4,56566.71,43546.39,3,0,5
53,Married,Bachelor's,28561.91,2380.16,Self-employed,0.119,607,6287.74,Home,10.16,36,203.36,E1,3,33829.88,8227.07,1,0,1
64,Married,Bachelor's,40829.76,3402.48,Unemployed,0.176,595,500.0,Other,16.48,36,17.7,E1,8,28884.55,10481.95,3,0,4
50,Married,High School,38145.95,3178.83,Employed,0.049,516,23470.88,Debt consolidation,19.52,36,866.53,F5,2,32955.71,4562.0,1,0,2
32,Single,Other,65101.23,5425.1,Employed,0.135,678,23214.07,Home,14.44,36,798.37,C2,3,52119.52,6095.79,0,0,1
40,Single,High School,58850.36,4904.2,Employed,0.03,663,4492.81,Business,15.2,36,156.19,D3,5,89379.5,54573.02,3,0,4
64,Single,Master's,21777.55,1814.8,Employed,0.098,774,26304.42,Home,9.43,36,841.75,B2,1,32920.38,2644.93,2,0,3
21,Divorced,High School,22982.5,1915.21,Employed,0.164,661,20139.83,Debt consolidation,12.85,60,456.7,D5,4,34575.39,32254.6,3,0,3
40,Married,High School,24133.84,2011.15,Employed,0.386,601,21097.09,Debt consolidation,14.98,60,501.68,E4,5,40193.07,11001.07,2,0,2
40,Divorced,High School,35419.04,2951.59,Employed,0.384,729,21589.98,Medical,12.06,36,717.72,C4,3,49160.38,4245.53,3,0,3
27,Married,High School,70797.04,5899.75,Employed,0.137,660,11410.07,Debt consolidation,10.36,36,370.1,D1,5,106539.76,25146.48,2,0,2
38,Married,High School,9008.4,750.7,Employed,0.212,626,15062.88,Car,13.74,60,348.46,D2,9,19665.4,9640.67,2,0,3
51,Single,PhD,38880.15,3240.01,Employed,0.058,620,21909.69,Debt consolidation,17.76,60,553.51,D2,8,58580.78,33177.74,1,0,2
57,Married,PhD,25996.52,2166.38,Employed,0.032,550,33737.52,Other,14.07,36,1154.22,F1,4,27553.5,9113.25,5,0,6
28,Single,High School,43263.56,3605.3,Employed,0.147,746,15990.14,Education,9.68,36,513.56,B3,9,44657.81,5486.79,0,0,0
64,Single,PhD,61964.89,5163.74,Employed,0.15,759,5545.57,Medical,12.39,60,124.45,B1,3,85967.22,64926.78,1,0,1
53,Married,Bachelor's,27898.89,2324.91,Employed,0.321,788,23130.47,Business,9.68,36,742.88,B1,4,25767.41,16670.57,1,0,1
46,Married,Bachelor's,56508.72,4709.06,Employed,0.205,709,14323.6,Debt consolidation,11.97,60,318.4,C4,5,75088.66,45899.38,1,0,3
39,Married,Master's,34043.51,2836.96,Self-employed,0.022,850,19203.91,Debt consolidation,11.43,36,632.63,A5,6,39405.32,13302.53,2,0,2
69,Married,Bachelor's,108542.29,9045.19,Employed,0.31,742,12134.84,Debt consolidation,12.96,36,408.64,B5,6,118397.01,91784.28,1,0,1
29,Married,High School,95756.0,7979.67,Employed,0.129,644,18102.36,Home,14.51,60,426.01,D4,8,143295.14,40493.01,2,0,4
27,Single,Master's,48878.78,4073.23,Employed,0.06,608,5544.79,Business,13.15,36,187.23,E1,5,58744.46,16752.34,1,0,1
31,Married,High School,92545.31,7712.11,Retired,0.021,615,17255.67,Medical,15.63,36,603.51,D2,4,53615.3,18594.0,0,0,1
37,Single,Master's,17241.87,1436.82,Employed,0.09,835,11473.17,Other,7.78,36,358.36,A2,4,18379.46,3561.68,0,0,1
21,Married,Bachelor's,17180.43,1431.7,Self-employed,0.276,717,16524.27,Business,10.84,36,539.73,C1,6,17419.21,2202.25,4,0,6
29,Single,Bachelor's,100473.21,8372.77,Employed,0.049,641,15246.58,Debt consolidation,12.89,60,346.05,D2,2,75703.9,13584.16,1,0,2
75,Married,High School,36630.89,3052.57,Unemployed,0.12,622,11192.67,Other,11.39,36,368.5,D2,3,43012.21,5843.06,2,0,3
41,Married,Bachelor's,54700.55,4558.38,Employed,0.307,700,10867.16,Debt consolidation,10.14,36,351.37,C2,3,31583.23,7527.32,2,0,2
32,Married,High School,42422.07,3535.17,Employed,0.264,678,10865.19,Other,12.52,36,363.58,C4,7,57083.25,48730.41,4,0,5
64,Married,Master's,26577.8,2214.82,Employed,0.101,616,26034.51,Car,13.03,60,592.77,D4,6,29531.24,2658.67,3,0,3
55,Widowed,High School,54529.28,4544.11,Employed,0.187,734,22070.09,Debt consolidation,11.34,36,726.11,C4,4,48165.33,39281.44,0,0,0
62,Single,High School,70252.63,5854.39,Employed,0.293,816,14260.74,Medical,7.82,36,445.7,A3,5,88552.78,10801.64,2,0,3
49,Single,Other,45964.21,3830.35,Employed,0.042,668,5323.68,Car,14.6,36,183.51,D3,4,35568.48,12383.01,3,0,4
28,Married,Bachelor's,57886.05,4823.84,Employed,0.358,659,14524.17,Debt consolidation,12.73,36,487.49,D3,10,90998.71,69154.26,3,0,5
53,Married,High School,10975.51,914.63,Employed,0.025,670,13120.18,Other,9.01,36,417.28,C2,7,15455.98,3770.18,2,0,2
35,Married,Master's,26929.01,2244.08,Employed,0.051,680,12800.96,Debt consolidation,9.91,36,412.51,C2,4,18844.8,11012.56,3,0,3
44,Married,High School,21922.0,1826.83,Employed,0.168,641,20743.91,Vacation,12.67,60,468.49,D2,7,27727.86,9161.18,1,0,3
50,Single,Master's,26323.99,2193.67,Unemployed,0.186,640,28397.63,Other,10.36,60,608.41,D5,5,34618.6,29547.76,1,0,1
28,Single,High School,55438.12,4619.84,Self-employed,0.174,464,27812.16,Debt consolidation,16.6,60,685.24,F4,3,50990.27,42214.02,3,0,4
42,Divorced,High School,90660.26,7555.02,Employed,0.189,818,4060.5,Debt consolidation,6.97,36,125.32,A1,5,58800.74,4906.99,1,0,2
41,Single,High School,70254.67,5854.56,Unemployed,0.144,629,8622.18,Education,13.81,36,293.89,D5,3,78980.07,4789.08,2,0,3
57,Married,Bachelor's,27761.93,2313.49,Employed,0.082,834,8898.27,Business,7.66,36,277.45,A2,3,26422.63,5700.35,1,0,3
37,Divorced,High School,35621.5,2968.46,Unemployed,0.272,637,14023.22,Other,12.57,36,469.6,D1,5,37326.42,12985.8,2,0,3
30,Single,Master's,35753.43,2979.45,Employed,0.202,609,16413.34,Other,12.47,60,369.02,E3,4,33664.97,8733.45,1,0,1
24,Single,Other,128758.41,10729.87,Unemployed,0.221,703,7458.14,Education,14.7,36,257.44,C1,2,139462.04,111688.93,1,0,3
22,Married,High School,19792.58,1649.38,Employed,0.143,731,13502.08,Debt consolidation,11.55,36,445.57,C3,2,30297.93,17685.91,2,0,3
34,Single,Bachelor's,45481.82,3790.15,Employed,0.042,685,11289.82,Debt consolidation,12.09,60,251.65,C3,5,65465.3,22594.92,0,0,1
36,Married,High School,38835.86,3236.32,Retired,0.228,771,27538.57,Debt consolidation,13.4,60,632.24,B1,2,50811.01,28009.24,0,0,1
55,Married,Bachelor's,60833.93,5069.49,Employed,0.109,699,2293.49,Business,13.87,36,78.24,C1,5,44166.26,17933.12,1,0,1
57,Divorced,Bachelor's,68879.09,5739.92,Self-employed,0.236,602,500.0,Other,14.47,36,17.2,E1,5,93560.58,84982.94,2,0,3
21,Single,Bachelor's,104204.87,8683.74,Self-employed,0.111,621,15989.07,Medical,13.81,36,544.99,D2,6,151740.98,33511.01,2,0,2
34,Married,Bachelor's,21689.95,1807.5,Employed,0.234,617,15282.38,Debt consolidation,9.17,36,487.19,D1,10,30451.28,22176.07,5,0,6
66,Married,Bachelor's,97381.17,8115.1,Unemployed,0.172,601,33778.17,Debt consolidation,16.19,36,1190.71,E2,4,98640.15,37449.58,6,0,6
33,Single,Bachelor's,31385.87,2615.49,Employed,0.091,554,16590.94,Debt consolidation,13.51,36,563.1,F2,2,36195.49,11059.75,0,0,0
66,Married,Master's,36960.07,3080.01,Employed,0.216,665,21230.64,Car,15.84,36,744.73,D1,6,59763.25,47584.85,2,0,2
68,Single,High School,68161.18,5680.1,Self-employed,0.128,771,500.0,Other,10.81,36,16.32,B4,7,85646.84,18417.58,0,0,0
62,Single,Master's,68404.65,5700.39,Employed,0.214,687,4066.6,Home,16.53,36,144.04,C3,7,74033.75,24790.05,0,0,0
61,Married,Other,25604.59,2133.72,Self-employed,0.069,566,11070.51,Medical,17.97,60,280.94,F1,7,29281.01,19693.2,3,0,3
67,Single,Bachelor's,41456.57,3454.71,Employed,0.33,650,500.0,Other,10.52,36,16.26,D3,7,37293.69,3160.99,4,0,5
74,Single,Bachelor's,39897.64,3324.8,Employed,0.139,673,17006.8,Debt consolidation,9.14,36,541.92,C5,5,63478.87,13118.14,0,0,0
67,Single,Bachelor's,71105.49,5925.46,Employed,0.12,637,12132.82,Home,16.17,36,427.57,D5,2,45932.19,13616.59,2,0,2
36,Single,Other,23703.7,1975.31,Employed,0.105,813,9940.05,Debt consolidation,11.43,60,218.26,A3,3,24781.14,11449.17,1,0,1
50,Married,Other,7398.82,616.57,Self-employed,0.3,691,15198.29,Business,9.81,36,489.05,C3,8,13231.04,1690.69,5,0,5
42,Married,Master's,29428.42,2452.37,Employed,0.075,629,32878.23,Debt consolidation,12.2,60,734.69,D2,7,28081.17,25684.52,0,0,0
57,Married,Bachelor's,47823.37,3985.28,Employed,0.127,612,8132.2,Other,14.15,36,278.53,D2,6,63890.23,48938.26,1,0,1
60,Married,Bachelor's,51773.08,4314.42,Employed,0.133,585,14319.75,Home,13.56,36,486.36,E3,5,58508.69,47884.02,0,0,1
46,Single,Other,35945.82,2995.48,Employed,0.167,643,9487.19,Car,12.11,36,315.61,D5,6,48004.79,43391.7,4,0,4
54,Single,Bachelor's,24378.62,2031.55,Employed,0.228,747,6810.28,Debt consolidation,12.91,36,229.17,B2,4,25182.52,22346.45,2,0,4
40,Single,Bachelor's,64087.43,5340.62,Employed,0.042,657,4903.98,Education,14.17,36,168.01,D2,6,81778.57,74815.16,3,0,5
67,Married,High School,48195.94,4016.33,Employed,0.228,649,16175.95,Debt consolidation,11.62,60,356.73,D2,3,28053.46,5060.98,2,0,3
68,Married,High School,70054.65,5837.89,Employed,0.131,630,14170.39,Business,15.57,36,495.19,D5,2,52075.68,4684.53,1,0,2
53,Widowed,Bachelor's,101819.17,8484.93,Employed,0.309,613,2412.6,Debt consolidation,14.29,36,82.8,D4,6,64731.82,20637.06,3,0,4
47,Single,Bachelor's,49857.72,4154.81,Employed,0.197,748,6239.71,Business,8.92,36,198.19,B5,5,50757.9,10556.78,3,1,4
64,Single,High School,17031.65,1419.3,Employed,0.093,680,6559.29,Education,11.58,60,144.52,C2,8,23076.66,1523.2,2,0,3
52,Married,Bachelor's,64896.15,5408.01,Employed,0.065,622,22118.47,Home,11.67,36,731.17,D2,2,94537.15,87421.94,1,0,5
36,Single,Bachelor's,52999.28,4416.61,Employed,0.089,644,16174.18,Home,9.04,36,514.64,D1,2,73778.2,22121.78,2,0,2
68,Widowed,Master's,31620.69,2635.06,Employed,0.033,667,22009.94,Debt consolidation,13.59,36,747.87,D3,9,32121.83,19197.36,0,0,0
48,Single,Master's,62878.72,5239.89,Unemployed,0.039,683,2623.65,Home,10.53,36,85.31,C4,3,42160.83,30803.58,1,0,2
31,Single,High School,31398.37,2616.53,Student,0.097,651,2893.95,Business,12.31,60,64.83,D2,6,46427.99,3758.47,0,0,1
42,Single,Bachelor's,12955.14,1079.6,Employed,0.261,603,21146.87,Other,12.0,36,702.38,E4,4,14450.55,1051.97,5,0,6
59,Single,Bachelor's,46286.67,3857.22,Unemployed,0.153,626,18630.7,Education,11.45,60,409.27,D2,3,63977.42,30940.37,3,0,4
45,Married,High School,40427.69,3368.97,Self-employed,0.253,644,500.0,Business,12.12,36,16.64,D2,13,51541.21,16961.24,2,0,2
58,Single,Master's,19017.43,1584.79,Employed,0.359,632,16294.81,Car,12.57,36,545.67,D4,1,18581.67,7043.7,0,0,0
73,Single,Master's,10225.87,852.16,Unemployed,0.1,838,24985.45,Home,10.23,36,808.91,A4,5,13381.83,1043.08,0,0,0
60,Married,Bachelor's,49968.48,4164.04,Retired,0.189,701,26645.13,Debt consolidation,8.91,60,551.95,C3,8,55480.39,34268.44,5,0,5
49,Married,High School,85004.85,7083.74,Employed,0.185,780,8217.91,Other,8.26,36,258.51,B1,3,92106.11,58351.5,2,0,2
38,Divorced,Bachelor's,29198.56,2433.21,Unemployed,0.23,685,11093.96,Car,13.93,36,378.79,C5,11,27552.52,22635.94,4,0,4
38,Married,Master's,45411.37,3784.28,Student,0.055,610,24235.59,Other,11.94,36,804.27,D3,3,35516.29,23136.78,1,0,1
60,Single,PhD,69754.32,5812.86,Employed,0.262,738,19803.11,Medical,11.55,36,653.5,C2,3,93273.72,59879.18,3,0,3
75,Married,Bachelor's,61918.15,5159.85,Employed,0.311,665,13086.66,Vacation,9.21,60,272.99,D5,8,95413.95,39082.34,4,0,6
63,Single,Master's,35097.24,2924.77,Employed,0.281,734,17410.28,Business,8.33,60,355.77,C5,4,36879.24,31253.68,8,0,9
41,Single,Bachelor's,16515.76,1376.31,Employed,0.394,736,25021.34,Debt consolidation,12.52,36,837.29,C3,9,23056.05,20839.34,4,0,4
32,Married,Master's,55509.25,4625.77,Employed,0.275,616,18475.04,Other,16.67,36,655.66,D5,5,62291.37,46883.04,0,0,0
62,Married,Bachelor's,36362.62,3030.22,Unemployed,0.096,629,22208.24,Business,16.05,36,781.32,D4,5,30768.06,19513.88,1,0,2
39,Divorced,Master's,92640.92,7720.08,Self-employed,0.272,654,25785.53,Car,8.89,36,818.65,D4,5,139730.4,26702.4,3,1,3
65,Married,High School,47759.32,3979.94,Employed,0.368,807,15042.22,Business,11.28,36,494.46,A3,3,40162.87,32870.32,2,0,2
74,Married,Bachelor's,25934.47,2161.21,Employed,0.242,701,17491.17,Other,11.52,36,576.96,C1,9,27018.42,3597.08,2,0,3
44,Married,High School,30235.81,2519.65,Employed,0.213,836,29365.86,Debt consolidation,8.36,36,925.1,A1,4,26425.47,15473.85,1,0,2
59,Single,Master's,37074.8,3089.57,Self-employed,0.324,829,35874.82,Debt consolidation,9.95,60,761.35,A5,5,33685.3,9688.16,4,0,4
37,Married,Master's,30188.82,2515.74,Retired,0.116,670,34438.32,Car,13.42,36,1167.34,C5,4,24224.65,17830.77,3,0,3
46,Single,Bachelor's,45109.36,3759.11,Student,0.017,618,6589.38,Car,8.09,60,133.89,D5,1,37208.4,35233.11,1,0,2
64,Single,Bachelor's,55662.02,4638.5,Employed,0.107,684,28601.26,Home,11.12,36,937.99,C4,6,66732.64,34926.23,1,0,1
30,Married,Bachelor's,15776.25,1314.69,Employed,0.172,733,13767.72,Debt consolidation,13.08,36,464.42,C4,3,16012.87,14935.3,1,0,1
24,Single,High School,14488.34,1207.36,Employed,0.075,607,12039.07,Business,10.23,36,389.77,E3,5,12870.12,1604.97,2,0,4
29,Married,Other,57921.66,4826.8,Employed,0.16,765,26362.48,Debt consolidation,8.85,36,836.48,B5,6,89575.7,77028.62,1,0,1
52,Single,Master's,50296.49,4191.37,Employed,0.204,620,37146.25,Car,10.03,36,1199.13,D1,8,75368.35,37492.48,1,0,1
67,Single,Bachelor's,38876.87,3239.74,Employed,0.382,615,20487.12,Education,11.77,60,453.35,D1,6,59399.96,19005.73,6,0,6
48,Single,High School,11750.02,979.17,Employed,0.098,679,17841.5,Debt consolidation,14.22,36,611.69,C3,3,19717.22,16911.77,4,0,4
35,Married,High School,69816.14,5818.01,Employed,0.093,641,30005.98,Business,13.68,36,1020.88,D5,3,56445.42,41095.64,3,0,3
65,Married,Master's,45953.85,3829.49,Employed,0.107,679,11930.42,Medical,11.26,36,392.06,C4,5,57365.21,17704.02,2,0,4
31,Married,High School,82566.92,6880.58,Unemployed,0.094,742,20851.84,Debt consolidation,9.43,36,667.26,B1,6,52110.47,23371.84,1,0,1
72,Married,High School,29463.95,2455.33,Employed,0.191,645,16973.43,Debt consolidation,15.62,60,409.34,D2,3,45484.82,33640.44,1,0,2
67,Single,High School,56689.02,4724.08,Self-employed,0.17,676,9759.23,Education,11.12,36,320.06,C5,4,34532.48,9036.69,3,1,5
52,Married,High School,21868.89,1822.41,Employed,0.028,666,16018.64,Other,9.97,36,516.65,D2,3,14379.7,10610.39,0,0,0
23,Married,Master's,43052.18,3587.68,Employed,0.414,718,18247.81,Education,9.91,36,588.03,C3,1,39832.79,9206.85,1,0,2
40,Married,Bachelor's,29894.54,2491.21,Unemployed,0.143,729,8639.07,Debt consolidation,13.72,36,294.09,C2,6,49358.92,30030.37,1,0,1
51,Single,High School,43890.98,3657.58,Self-employed,0.12,730,12409.92,Debt consolidation,6.51,36,380.41,C4,7,53962.48,16833.31,3,0,4
45,Single,High School,90971.81,7580.98,Employed,0.277,626,500.0,Debt consolidation,15.2,36,17.38,D4,5,140173.12,23381.1,6,0,6
73,Single,PhD,18902.02,1575.17,Employed,0.124,681,16154.81,Debt consolidation,14.67,36,557.4,C4,8,32821.6,30271.08,2,0,2
72,Single,Bachelor's,44440.25,3703.35,Self-employed,0.124,798,13027.03,Other,6.11,60,252.52,B3,6,47687.43,16108.44,2,0,2
